직함,나이,학력,코딩 경력(년),ML 경력(년),Python,R,SQL,C,C#,C++,Java,Javascript,Bash,PHP,MATLAB,Julia,Go,Scikit-learn,TensorFlow,Keras,PyTorch,Fast.ai,Xgboost,LightGBM,CatBoost,Caret,Tidymodels,JAX,PyTorch Lightning,Huggingface,Linear/Logistic Regression,Decision Trees/Random Forests,"Gradient Boosting (XGB, LGBM)",Bayesian Approaches,Evolutionary Approaches,Dense Neural Networks (MLP),CNN,GAN,RNN,"Transformer (BERT, GPT)","Autoencoder (DAE, VAE)",Graph Neural Networks,연봉 (USD)
Machine Learning/ MLops Engineer,22-24,Bachelor’s degree,5-10 years,2-3 years,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,,,,,,,,,,Convolutional Neural Networks,,,,,,"20,000-24,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",40-44,Master’s degree,10-20 years,Under 1 year,Python,,SQL,,,,,,,,,,,,,,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,"50,000-59,999"
Machine Learning/ MLops Engineer,35-39,Master’s degree,1-3 years,1-2 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,"40,000-49,999"
Data Engineer,35-39,Some college/university study without earning a bachelor’s degree,10-20 years,I do not use machine learning methods,Python,R,SQL,,,,,,Bash,PHP,,Julia,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000-49,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",40-44,Master’s degree,< 1 years,I do not use machine learning methods,Python,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000-29,999"
Data Scientist,25-29,Bachelor’s degree,3-5 years,4-5 years,Python,,,,,,,,,,,,,  Scikit-learn ,,,,, Xgboost , LightGBM , CatBoost ,,,,, Huggingface ,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,"40,000-49,999"
Data Scientist,22-24,Master’s degree,3-5 years,2-3 years,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,, PyTorch ,, Xgboost , LightGBM , CatBoost ,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,,,,"70,000-79,999"
Data Scientist,50-54,Master’s degree,20+ years,3-4 years,Python,R,SQL,,C#,,,,,,,,,  Scikit-learn ,, Keras , PyTorch ,, Xgboost , LightGBM , CatBoost ,,,, PyTorch Lightning ,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"25,000-29,999"
Data Scientist,22-24,Master’s degree,1-3 years,1-2 years,Python,R,,,,,,,,,,,Go,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Bachelor’s degree,< 1 years,1-2 years,,,,,,C++,,,,,MATLAB,,,,,, PyTorch ,,, LightGBM ,,,, JAX ,,,,,,,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",,,Recurrent Neural Networks,,"Autoencoder Networks (DAE, VAE, etc)",Graph Neural Networks,$0-999
Data Scientist,25-29,Master’s degree,3-5 years,3-4 years,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost , LightGBM ,,,, JAX ,, Huggingface ,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,
Data Scientist,30-34,Master’s degree,5-10 years,4-5 years,Python,,,,,,Java,,,,,,,  Scikit-learn ,,,,, Xgboost , LightGBM , CatBoost ,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,"30,000-39,999"
Data Scientist,35-39,Doctoral degree,5-10 years,Under 1 year,Python,,,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,, Huggingface ,,,,,,,,,,"Transformer Networks (BERT, gpt-3, etc)",,,"40,000-49,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",22-24,No formal education past high school,1-3 years,I do not use machine learning methods,,,,,,C++,,Javascript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0-999
Data Scientist,25-29,Master’s degree,1-3 years,1-2 years,Python,,,,,,Java,,,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,,,,,,,,,,,,"125,000-149,999"
Data Scientist,40-44,Doctoral degree,20+ years,10-20 years,Python,,SQL,,,,,,Bash,,,,,  Scikit-learn ,,,,, Xgboost , LightGBM ,,,,,,,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"125,000-149,999"
Data Scientist,30-34,Doctoral degree,5-10 years,4-5 years,Python,,SQL,,,,,,,,MATLAB,,,  Scikit-learn ,, Keras ,,, Xgboost , LightGBM ,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"100,000-124,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Professional doctorate,5-10 years,1-2 years,Python,R,SQL,,,C++,Java,,,,,,,  Scikit-learn ,  TensorFlow ,,,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,"15,000-19,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Bachelor’s degree,3-5 years,3-4 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,, Xgboost , LightGBM , CatBoost , Caret ,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",,,,,,,"30,000-39,999"
Data Scientist,60-69,Master’s degree,3-5 years,4-5 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost ,,, Caret ,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,$0-999
Machine Learning/ MLops Engineer,35-39,Some college/university study without earning a bachelor’s degree,1-3 years,2-3 years,Python,,,,,,,Javascript,,,,,,  Scikit-learn ,,, PyTorch , Fast.ai , Xgboost , LightGBM , CatBoost ,,,, PyTorch Lightning , Huggingface ,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,"Transformer Networks (BERT, gpt-3, etc)","Autoencoder Networks (DAE, VAE, etc)",,$0-999
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Bachelor’s degree,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",60-69,Master’s degree,20+ years,2-3 years,Python,R,,,,,,Javascript,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,, Xgboost ,,, Caret ,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"100,000-124,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",22-24,Master’s degree,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000-3,999"
Data Scientist,25-29,Master’s degree,1-3 years,Under 1 year,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,"40,000-49,999"
Data Scientist,25-29,Master’s degree,5-10 years,3-4 years,Python,,SQL,,C#,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,,,,,"15,000-19,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Master’s degree,3-5 years,1-2 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,,, PyTorch ,,, LightGBM ,, Caret ,,,,,Linear or Logistic Regression,,,Bayesian Approaches,,,,,,,"Autoencoder Networks (DAE, VAE, etc)",,"10,000-14,999"
Data Scientist,25-29,Master’s degree,5-10 years,5-10 years,Python,,SQL,,,,,,Bash,,,,,  Scikit-learn ,, Keras ,,, Xgboost , LightGBM ,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,"60,000-69,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Master’s degree,1-3 years,Under 1 year,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,"30,000-39,999"
Data Scientist,35-39,Master’s degree,10-20 years,10-20 years,Python,R,,,,,,,,,,,,  Scikit-learn ,,,,, Xgboost , LightGBM , CatBoost , Caret , Tidymodels ,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,
Data Scientist,30-34,Doctoral degree,10-20 years,3-4 years,Python,,,,,,,,Bash,,,,,  Scikit-learn ,,,,, Xgboost , LightGBM ,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"70,000-79,999"
Data Scientist,40-44,Master’s degree,3-5 years,1-2 years,Python,,SQL,,C#,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,,,,,,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"40,000-49,999"
Data Scientist,25-29,I prefer not to answer,< 1 years,Under 1 year,Python,,,,,,,,,,,,,,,,,,,,,,,,,,Linear or Logistic Regression,,,,,,,,,,,,
Data Scientist,25-29,Master’s degree,3-5 years,2-3 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"15,000-19,999"
Data Scientist,25-29,Master’s degree,5-10 years,4-5 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,,, Huggingface ,Linear or Logistic Regression,,,,,,,,,"Transformer Networks (BERT, gpt-3, etc)",,,"25,000-29,999"
Data Scientist,30-34,Bachelor’s degree,3-5 years,2-3 years,Python,,SQL,,,,,,Bash,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,,,,,,,,,,,,"100,000-124,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",22-24,Bachelor’s degree,1-3 years,1-2 years,Python,,,,,,,,,,,,,  Scikit-learn ,, Keras , PyTorch ,,,,,,,,,,Linear or Logistic Regression,,,Bayesian Approaches,,,,,Recurrent Neural Networks,,,,"1,000-1,999"
Data Scientist,50-54,Master’s degree,10-20 years,4-5 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,,,,, Xgboost , LightGBM , CatBoost ,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,"100,000-124,999"
Data Engineer,45-49,Master’s degree,< 1 years,1-2 years,,,SQL,,,,,,,PHP,,,,,,,,,,,,,,,,,,Decision Trees or Random Forests,,,,,,,,,,,"20,000-24,999"
Data Scientist,35-39,Master’s degree,10-20 years,5-10 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch , Fast.ai , Xgboost , LightGBM , CatBoost ,,,,, Huggingface ,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,"Transformer Networks (BERT, gpt-3, etc)",,,"90,000-99,999"
Machine Learning/ MLops Engineer,25-29,Bachelor’s degree,3-5 years,3-4 years,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,,,, Huggingface ,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"40,000-49,999"
Data Scientist,35-39,Master’s degree,3-5 years,3-4 years,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch , Fast.ai , Xgboost , LightGBM ,, Caret ,,,,,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,,"Transformer Networks (BERT, gpt-3, etc)",,,"1,000-1,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",35-39,Some college/university study without earning a bachelor’s degree,< 1 years,I do not use machine learning methods,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000-4,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Master’s degree,5-10 years,Under 1 year,Python,,,,C#,C++,Java,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,$0-999
Data Scientist,40-44,Master’s degree,20+ years,Under 1 year,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,"125,000-149,999"
Data Scientist,22-24,Bachelor’s degree,1-3 years,1-2 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,,,, Xgboost ,, CatBoost ,,,,, Huggingface ,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,"Transformer Networks (BERT, gpt-3, etc)",,,"20,000-24,999"
Machine Learning/ MLops Engineer,30-34,Doctoral degree,10-20 years,10-20 years,Python,,SQL,,,C++,,,,,,,,  Scikit-learn ,  TensorFlow ,, PyTorch ,,,,,,,,,,Linear or Logistic Regression,,,,,,,,,,,,"250,000-299,999"
Machine Learning/ MLops Engineer,40-44,Master’s degree,10-20 years,5-10 years,Python,,,,,,,,Bash,,,,,  Scikit-learn ,,, PyTorch ,, Xgboost ,,,,,,, Huggingface ,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,"Transformer Networks (BERT, gpt-3, etc)","Autoencoder Networks (DAE, VAE, etc)",,"250,000-299,999"
Data Scientist,40-44,Doctoral degree,20+ years,5-10 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,, Xgboost ,,,,,,, Huggingface ,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)","Autoencoder Networks (DAE, VAE, etc)",,"80,000-89,999"
Data Scientist,40-44,Doctoral degree,10-20 years,5-10 years,Python,R,SQL,C,,C++,,,,,MATLAB,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,,,,,Linear or Logistic Regression,,,Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"60,000-69,999"
Data Scientist,25-29,Master’s degree,3-5 years,2-3 years,Python,,SQL,,,,,,Bash,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,, PyTorch Lightning ,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"25,000-29,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Master’s degree,1-3 years,Under 1 year,Python,,SQL,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,$0-999
Data Scientist,30-34,Master’s degree,5-10 years,5-10 years,Python,,,,,,,,,,,,,  Scikit-learn ,,,,, Xgboost , LightGBM , CatBoost ,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",,,,,,,"100,000-124,999"
Data Scientist,55-59,Master’s degree,5-10 years,5-10 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,,,,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"70,000-79,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Bachelor’s degree,1-3 years,2-3 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost , LightGBM ,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,$0-999
Data Scientist,45-49,Master’s degree,10-20 years,Under 1 year,Python,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0-999
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Doctoral degree,1-3 years,2-3 years,Python,R,,,,,,,,,,,,  Scikit-learn ,, Keras ,,,,,, Caret ,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,"40,000-49,999"
Data Scientist,30-34,Bachelor’s degree,10-20 years,2-3 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,,, PyTorch ,,,,,,,, PyTorch Lightning , Huggingface ,,Decision Trees or Random Forests,,,,,,,,"Transformer Networks (BERT, gpt-3, etc)",,Graph Neural Networks,"200,000-249,999"
Data Scientist,30-34,Master’s degree,10-20 years,4-5 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,,,, Xgboost ,,,,,,,,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,"Transformer Networks (BERT, gpt-3, etc)",,,"125,000-149,999"
Machine Learning/ MLops Engineer,30-34,Master’s degree,3-5 years,1-2 years,Python,,SQL,,,,,,,,,,,,  TensorFlow ,,,,,,,,,,, Huggingface ,Linear or Logistic Regression,,,,,,,,,,,,"4,000-4,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Some college/university study without earning a bachelor’s degree,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",60-69,Master’s degree,20+ years,3-4 years,Python,,SQL,C,,C++,,Javascript,Bash,PHP,,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,"15,000-19,999"
Data Scientist,30-34,Master’s degree,5-10 years,2-3 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,"30,000-39,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Master’s degree,5-10 years,5-10 years,Python,R,SQL,,,,,Javascript,Bash,,,,,,,,,, Xgboost ,,,, Tidymodels ,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Master’s degree,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,40-44,Doctoral degree,10-20 years,5-10 years,Python,,,,,C++,,,,,,,Go,  Scikit-learn ,  TensorFlow , Keras ,, Fast.ai ,,,,,,,,,,,,,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)","Autoencoder Networks (DAE, VAE, etc)",,"100,000-124,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",22-24,Master’s degree,1-3 years,1-2 years,Python,,SQL,,,,,,,,MATLAB,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost ,,,,,,, Huggingface ,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,,"Transformer Networks (BERT, gpt-3, etc)",,,"7,500-9,999"
Machine Learning/ MLops Engineer,60-69,Master’s degree,10-20 years,1-2 years,Python,R,SQL,C,C#,,,,Bash,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,"125,000-149,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",35-39,Bachelor’s degree,10-20 years,I do not use machine learning methods,Python,,SQL,,,,,,Bash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,25-29,Master’s degree,1-3 years,I do not use machine learning methods,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000-7,499"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Bachelor’s degree,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,25-29,Master’s degree,5-10 years,5-10 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,,,,, Xgboost , LightGBM , CatBoost , Caret ,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"300,000-499,999"
